labcode,medium_difficulty_count_2023,total_medium_difficulty_projects_2023,medium_difficulty_rank_2023,medium_difficulty_rate_2023,is_special,x,color,size
67,5,6,1,83.33333333333334,False,0,skyblue,40
112,5,6,1,83.33333333333334,False,1,skyblue,40
268,5,6,1,83.33333333333334,False,2,skyblue,40
44,4,6,4,66.66666666666666,False,3,skyblue,40
54,4,6,4,66.66666666666666,False,4,skyblue,40
135,4,6,4,66.66666666666666,False,5,skyblue,40
69,4,6,4,66.66666666666666,False,6,skyblue,40
173,4,6,4,66.66666666666666,False,7,skyblue,40
270,4,6,4,66.66666666666666,False,8,skyblue,40
248,4,6,4,66.66666666666666,False,9,skyblue,40
35,4,6,4,66.66666666666666,False,10,skyblue,40
144,4,6,4,66.66666666666666,False,11,skyblue,40
170,4,6,4,66.66666666666666,False,12,skyblue,40
189,3,6,14,50.0,False,13,skyblue,40
225,3,6,14,50.0,False,14,skyblue,40
37,3,6,14,50.0,False,15,skyblue,40
40,3,6,14,50.0,False,16,skyblue,40
11,3,6,14,50.0,False,17,skyblue,40
330,3,6,14,50.0,False,18,skyblue,40
180,3,6,14,50.0,False,19,skyblue,40
203,3,6,14,50.0,False,20,skyblue,40
258,3,6,14,50.0,False,21,skyblue,40
43,3,6,14,50.0,True,22,red,80
79,3,6,14,50.0,False,23,skyblue,40
105,3,6,14,50.0,False,24,skyblue,40
19,3,6,14,50.0,False,25,skyblue,40
145,3,6,14,50.0,False,26,skyblue,40
296,3,6,14,50.0,False,27,skyblue,40
245,3,6,14,50.0,False,28,skyblue,40
155,3,6,14,50.0,False,29,skyblue,40
125,3,6,14,50.0,False,30,skyblue,40
300,3,6,14,50.0,False,31,skyblue,40
272,3,6,14,50.0,False,32,skyblue,40
85,3,6,14,50.0,False,33,skyblue,40
247,3,6,14,50.0,False,34,skyblue,40
42,3,6,14,50.0,False,35,skyblue,40
218,3,6,14,50.0,False,36,skyblue,40
334,3,6,14,50.0,False,37,skyblue,40
34,3,6,14,50.0,False,38,skyblue,40
17,3,6,14,50.0,False,39,skyblue,40
30,3,6,14,50.0,False,40,skyblue,40
127,2,6,42,33.33333333333333,False,41,skyblue,40
130,2,6,42,33.33333333333333,False,42,skyblue,40
133,2,6,42,33.33333333333333,False,43,skyblue,40
157,2,6,42,33.33333333333333,False,44,skyblue,40
307,2,6,42,33.33333333333333,False,45,skyblue,40
66,2,6,42,33.33333333333333,False,46,skyblue,40
149,2,6,42,33.33333333333333,False,47,skyblue,40
29,2,6,42,33.33333333333333,False,48,skyblue,40
279,2,6,42,33.33333333333333,False,49,skyblue,40
275,2,6,42,33.33333333333333,False,50,skyblue,40
89,2,6,42,33.33333333333333,False,51,skyblue,40
119,2,6,42,33.33333333333333,False,52,skyblue,40
123,2,6,42,33.33333333333333,False,53,skyblue,40
21,2,6,42,33.33333333333333,False,54,skyblue,40
63,2,6,42,33.33333333333333,False,55,skyblue,40
57,2,6,42,33.33333333333333,False,56,skyblue,40
184,2,6,42,33.33333333333333,False,57,skyblue,40
235,2,6,42,33.33333333333333,False,58,skyblue,40
171,2,6,42,33.33333333333333,False,59,skyblue,40
73,2,6,42,33.33333333333333,False,60,skyblue,40
83,2,6,42,33.33333333333333,False,61,skyblue,40
90,2,6,42,33.33333333333333,False,62,skyblue,40
174,2,6,42,33.33333333333333,False,63,skyblue,40
182,2,6,42,33.33333333333333,False,64,skyblue,40
281,2,6,42,33.33333333333333,False,65,skyblue,40
198,2,6,42,33.33333333333333,False,66,skyblue,40
233,2,6,42,33.33333333333333,False,67,skyblue,40
328,2,6,42,33.33333333333333,False,68,skyblue,40
195,2,6,42,33.33333333333333,False,69,skyblue,40
202,2,6,42,33.33333333333333,False,70,skyblue,40
82,2,6,42,33.33333333333333,False,71,skyblue,40
1,2,6,42,33.33333333333333,False,72,skyblue,40
25,2,6,42,33.33333333333333,False,73,skyblue,40
120,2,6,42,33.33333333333333,False,74,skyblue,40
215,2,6,42,33.33333333333333,False,75,skyblue,40
315,2,6,42,33.33333333333333,False,76,skyblue,40
290,2,6,42,33.33333333333333,False,77,skyblue,40
232,2,6,42,33.33333333333333,False,78,skyblue,40
199,2,6,42,33.33333333333333,False,79,skyblue,40
188,2,6,42,33.33333333333333,False,80,skyblue,40
27,1,6,82,16.666666666666664,False,81,skyblue,40
68,1,6,82,16.666666666666664,False,82,skyblue,40
178,1,6,82,16.666666666666664,False,83,skyblue,40
172,1,6,82,16.666666666666664,False,84,skyblue,40
129,1,6,82,16.666666666666664,False,85,skyblue,40
106,1,6,82,16.666666666666664,False,86,skyblue,40
81,1,6,82,16.666666666666664,False,87,skyblue,40
72,1,6,82,16.666666666666664,False,88,skyblue,40
100,1,6,82,16.666666666666664,False,89,skyblue,40
186,1,6,82,16.666666666666664,False,90,skyblue,40
165,1,6,82,16.666666666666664,False,91,skyblue,40
158,1,6,82,16.666666666666664,False,92,skyblue,40
156,1,6,82,16.666666666666664,False,93,skyblue,40
151,1,6,82,16.666666666666664,False,94,skyblue,40
142,1,6,82,16.666666666666664,False,95,skyblue,40
146,1,6,82,16.666666666666664,False,96,skyblue,40
128,1,6,82,16.666666666666664,False,97,skyblue,40
131,1,6,82,16.666666666666664,False,98,skyblue,40
71,1,6,82,16.666666666666664,False,99,skyblue,40
107,1,6,82,16.666666666666664,False,100,skyblue,40
122,1,6,82,16.666666666666664,False,101,skyblue,40
10,1,6,82,16.666666666666664,False,102,skyblue,40
12,1,6,82,16.666666666666664,False,103,skyblue,40
22,1,6,82,16.666666666666664,False,104,skyblue,40
23,1,6,82,16.666666666666664,False,105,skyblue,40
53,1,6,82,16.666666666666664,False,106,skyblue,40
102,1,6,82,16.666666666666664,False,107,skyblue,40
262,1,6,82,16.666666666666664,False,108,skyblue,40
104,1,6,82,16.666666666666664,False,109,skyblue,40
263,1,6,82,16.666666666666664,False,110,skyblue,40
266,1,6,82,16.666666666666664,False,111,skyblue,40
288,1,6,82,16.666666666666664,False,112,skyblue,40
333,1,6,82,16.666666666666664,False,113,skyblue,40
210,1,6,82,16.666666666666664,False,114,skyblue,40
293,1,6,82,16.666666666666664,False,115,skyblue,40
259,1,6,82,16.666666666666664,False,116,skyblue,40
231,1,6,82,16.666666666666664,False,117,skyblue,40
224,1,6,82,16.666666666666664,False,118,skyblue,40
222,1,6,82,16.666666666666664,False,119,skyblue,40
221,1,6,82,16.666666666666664,False,120,skyblue,40
201,1,6,82,16.666666666666664,False,121,skyblue,40
205,1,6,82,16.666666666666664,False,122,skyblue,40
161,1,6,82,16.666666666666664,False,123,skyblue,40
118,1,6,82,16.666666666666664,False,124,skyblue,40
93,1,6,82,16.666666666666664,False,125,skyblue,40
75,1,6,82,16.666666666666664,False,126,skyblue,40
33,1,6,82,16.666666666666664,False,127,skyblue,40
302,1,6,82,16.666666666666664,False,128,skyblue,40
2,1,6,82,16.666666666666664,False,129,skyblue,40
344,1,6,82,16.666666666666664,False,130,skyblue,40
299,1,6,82,16.666666666666664,False,131,skyblue,40
305,1,6,82,16.666666666666664,False,132,skyblue,40
217,1,6,82,16.666666666666664,False,133,skyblue,40
228,1,6,82,16.666666666666664,False,134,skyblue,40
277,1,6,82,16.666666666666664,False,135,skyblue,40
244,1,6,82,16.666666666666664,False,136,skyblue,40
240,1,6,82,16.666666666666664,False,137,skyblue,40
183,1,6,82,16.666666666666664,False,138,skyblue,40
114,1,6,82,16.666666666666664,False,139,skyblue,40
47,1,6,82,16.666666666666664,False,140,skyblue,40
206,1,6,82,16.666666666666664,False,141,skyblue,40
209,1,6,82,16.666666666666664,False,142,skyblue,40
298,1,6,82,16.666666666666664,False,143,skyblue,40
4,1,6,82,16.666666666666664,False,144,skyblue,40
38,1,6,82,16.666666666666664,False,145,skyblue,40
52,1,6,82,16.666666666666664,False,146,skyblue,40
62,1,6,82,16.666666666666664,False,147,skyblue,40
166,1,6,82,16.666666666666664,False,148,skyblue,40
185,1,6,82,16.666666666666664,False,149,skyblue,40
264,1,6,82,16.666666666666664,False,150,skyblue,40
280,1,6,82,16.666666666666664,False,151,skyblue,40
317,1,6,82,16.666666666666664,False,152,skyblue,40
341,1,6,82,16.666666666666664,False,153,skyblue,40
342,1,6,82,16.666666666666664,False,154,skyblue,40
